bug_id	summary	desc	report_time	report_timestamp	status	commit	commit_timestamp	files
55974	[Intro] Exception executing Java development tutorial	"I200403241) Started a new workspace2) Started the ""Hello World"" Java development tutorial3) Successfully completed first step (switch to Java perspective)4) On the ""Create a Java project"" step, clicked ""Click to perform""-> Error occurs. Log:Error Mar 24, 2004 13:31:10.780 The specified action could not be run becausethe plugin specified could not be located. Yes, we know - we didn't have time to move the actions in place :-). A reminder that we need to implement these actions. This has been fixed, please check on a newer build. *** Bug 61853 has been marked as a duplicate of this bug. *** "	2014-01-07 22:59:05	1389150000.0	resolved fixed	328adb1	1389280000.0	java/org/apache/tomcat/util/descriptor/XmlErrorHandler.java
55970	[navigation] Quick outline: remembered size should be relative to the Editor	I20040324I like to have the quick outline horizontally centered in the editor. If I now maximize the editor then the quick outline isn't centered anymore. Would be nice if this would be supported (may be by a special check box). No plans to fix this. 	2014-01-07 18:13:45	1389140000.0	resolved fixed	5594699	1389280000.0	java/org/apache/catalina/loader/WebappClassLoader.java
55960	Pressing F1 in Preferences starts up external browser	Opening the help from 'Help' menu starts up the internal browser correctly.Opening the help by pressing F1 in the preferences dialog still starts up the external browser. Thanks for reporting.  We are aware of this and it is working as designed.Since the preferences dialog is modal a help window for Eclipse would not be accessbile independently of the dialog.  Some windowing systems and consequently SWT do not allow creating a window immune to modality of other windows.  Therefore we open an external browser when a modal window/dialog is showing. 	2014-01-06 14:47:05	1389040000.0	resolved fixed	ad129f8	1389280000.0	test/org/apache/catalina/authenticator/TestSSOnonLoginAndBasicAuthenticator.java test/org/apache/catalina/startup/TesterServletEncodeUrl.java
55958	[Intro] Border around context help in intro view is missing edges	"With Intro view not maximized, click on the ""Search"" view and ""Tasks"" view.  Intro shows context help for these with a black line around the context help.  In canse of the ""Search"" the context help is missing bottom edge.  In case of ""Tasks"", the context help vertical edges extend beyond the bottom edge. The real problem is that context help should not have border :-). Need to look at it on another system because we don't paint borders on XP (we use the native XP borders because they are nice and flat to begin with). Yes, this was a real problem. The border painter had classes that extend 'Canvas' included in the list of those that need border painted.Fixed by removing Canvas from the check. Classes that extend Canvas and do need the border painted can set the widget data property as specified in the Eclipse Forms user guide. "	2014-01-06 09:28:12	1389020000.0	resolved fixed	5964a52	1389280000.0	java/org/apache/catalina/core/ContainerBase.java java/org/apache/catalina/ha/deploy/FarmWarDeployer.java java/org/apache/catalina/manager/HTMLManagerServlet.java java/org/apache/catalina/mbeans/MBeanUtils.java java/org/apache/catalina/startup/FailedContext.java java/org/apache/catalina/startup/HostConfig.java java/org/apache/catalina/storeconfig/StandardContextSF.java java/org/apache/catalina/util/ContextName.java test/org/apache/catalina/startup/TestHostConfigAutomaticDeployment.java test/org/apache/catalina/util/TestContextName.java
55937	Introduction page wizard not properly installing SWT examples	I20040324- start Eclipse with a fresh workspace- On the introduction page, download the SWT samples- Select Stand-alone SWT launcherThe wizard imports the org.eclipse.swt.examples and org.eclipse.swt.examples.launcher projects.Problem: these projects are marked as depending on the org.eclipse.swt project which is missing. The projects don't compile and can't be used. (btw this is a fantastic new feature! Thanks for adding it!!!) Thanks, Christophe - the support in M8 is not complete - I wanted to gather feedback before promoting it to the 'Eclipse' sample solution.The SWT samples have static classpath - that's why they don't work as-is. If you select the newly created projects and update their classpath, PDE will replace it with dynamic classpaths and they will automagically compile.I am assigning this to SWT component to switch to dynamic classpaths in all the examples. fixed in head v>20040324classpaths for SWT Examples have been updated - using the PDE > update classpath feature which replaces hardcoded plugin dependencies with the 3.0 PDE mechanism. The examples now compile and can be started using self-hosting. 	2013-12-27 15:41:22	1388180000.0	resolved fixed	346e264	1389270000.0	java/org/apache/catalina/util/ContextName.java test/org/apache/catalina/util/TestContextName.java
55939	[CoolBar] Off by one error in ToolBarContributionItem	build I20040323-0800If ToolBarContributionItem.setMinimumItemCount is used, and the toolbar has onlyone item, you get an ArrayIndexOutOfBoundsException.It should index the item at 0, not 1. This was the fix that went in last night. 	2013-12-29 19:40:03	1388360000.0	resolved fixed	411e4cc	1388430000.0	java/org/apache/coyote/Response.java
55905	[EditorMgmt] WorkbenchPage#lastActiveEditor keeps reference on editor after closing all editors	"I200403240800After opening/using ~6 editors and then closing all, I foundWorkbenchPage#lastActiveEditor referencing an editor. requires File -> Close All to reproduce. This bug has been added to list to stop ship for M8.  fixed in head (no really :)some very ancient code in WorkbenchPage has methods closeEditor andcloseEditors, which it seems over time have diverged more than you might expect.i have rewritten these methods to use a common code path. NOW: open editors A and B. close individually. no leak. reopen both editors.close all. no leak. (using yourkit 2.0.1 to check for roots ofCompilationUnitEditor) kim: please review this change for me. (the code was pretty ugly in therepreviously). the change is local to WorkbenchPage. thanks. in closeEditors2(IEditorReference[]) you have the following:editorParts[i] = editorReferences[i].getEditor(false);later you call closeEditors2(IEditorPart[]).  In here you do not check for thepossiblity of a null editor part.  This will cause the certifyPart call to failand the entire list won't be cloesd.  If you open a workspace that has openeditors and try to close all immediately, you'll see it doesn't work.  It's forthis reason... when you getEditor(false) on an editor that is not yet visibleyou'll get a null part. good catch. please retry with new changes.. also, i retested leaks in both close and close all cases with latest change. Two test failures on I200403252030.  This seems to have gotten worse.  :(  I've backed out of the changes to WorkbenchPage.closeEditor* since they werecausing the NPE in bug 56287 and also a test failure inIWorkbenchPageTests.closeEditorTests: bug 56284.I've made a more surgical fix for the leak.  In WorkbenchPage.closeEditors, Iremoved the else in:			if (part == activePart) {				deactivated = true;				setActivePart(null);			}			else if (lastActiveEditor == part) {				lastActiveEditor = null;				actionSwitcher.updateTopEditor(null);			}This is in the midnight build. Verified with YourKit 2.1 on Win2K that this fixes the leak for both plain texteditors and Java editors, using both Close and Close All.Closing. "	2013-12-18 14:30:15	1387400000.0	resolved fixed	bcb9c58	1387390000.0	java/org/apache/jasper/servlet/TldScanner.java
55884	Loading a user library from file does not warn when overwriting an existing library [build path]	Works in I2004032400010 + plug-in export for I200403240800Add library 'mylib'. Save it. Change it. Load library from file.==> should warn that 'mylib' gets changed. After re-loading the library from file (and overwriting the current jars), Icannot delete jars from the re-loaded library (Remove doesn't react). fixed > 20040524 start verifying checked that:a) you get a warning upon importb) I can remove a jar from the library afterwards.  	2013-12-14 17:03:59	1387060000.0	verified fixed	8a5179c	1387210000.0	java/org/apache/jasper/compiler/JspRuntimeContext.java
55820	ctrl-o doesn't filter correctly	"build i0323:2000, winxp, j9sc20031212When I am using ctrl-o to open the outline pop-up, I am getting weird filteringbehaviour when I am typing in partial method names.I have field, imports, and packages filtered out via the ctrl-o filter options.I have the list sorted.Will attach screen shot. Created attachment 8809screen shotScreen shot. Note that I typed in ""ap"" but I am getting more then that in thelist of methods... As you can read in the dup I released a workaround but PDE discarded our buildsubmission for build I200403231200 (and hence all newer builds) :-(We will resubmit for I200403240800*** This bug has been marked as a duplicate of 55576 *** "	2013-11-27 15:53:07	1385590000.0	resolved fixed	c1be72f	1386580000.0	java/org/apache/catalina/filters/RemoteIpFilter.java java/org/apache/catalina/valves/RemoteIpValve.java
55811	DCR - User specified column widths/number in Palette	As for the COLUMNS layout of PaletteViewer, user can customize the column number, say, 1, as the PaletteViewer always has only one column, and the children in it can either gets wider with the viewer or just remain the orginial size.Thanks. Not for 3.0 LATER and REMIND resolutions will be going away with the upgrade of Bugzilla to the latest Bugzilla 3.4.  They are no longer part of the default Bugzilla installation. See http://dev.eclipse.org/mhonarc/lists/eclipse.org-committers/msg00778.html for the announcement.As a result RESOLVED + REMIND OR LATER will be changed toRESOLVED + WONTFIXThis unfortunately also means I need to REOPEN and then RESOLVE as WONTFIXSorry for the inconvenience. LATER and REMIND resolutions will be going away with the upgrade of Bugzilla to the latest Bugzilla 3.4.  They are no longer part of the default Bugzilla installation. See http://dev.eclipse.org/mhonarc/lists/eclipse.org-committers/msg00778.html for the announcement.As a result RESOLVED + REMIND OR LATER will be changed toRESOLVED + WONTFIXThis unfortunately also means I need to REOPEN and then RESOLVE as WONTFIXSorry for the inconvenience. 	2013-11-22 14:45:40	1385150000.0	resolved fixed	f4da7dc	1386450000.0	java/org/apache/catalina/startup/ContextConfig.java java/org/apache/jasper/servlet/JspCServletContext.java java/org/apache/tomcat/util/descriptor/web/FragmentJarScannerCallback.java
55801	[WorkingSets] deleted Working Sets not removed from Build working set menu	"200403231. Project -> Build Working Set -> Select Working Set...2. Create a new working set named ""Test"" with anything in it.3. Project -> Build Working Set -> Select Working Set...4. Select ""Test"" and ""remove""now, ""Test"" is gone, but it is still available in the Build Working Set submenu.NOTE: When I do this again, with ""Test2"", it works correctly.  This only fails the first time. *** This bug has been marked as a duplicate of 71695 *** "	2013-11-20 09:57:24	1384960000.0	resolved fixed	ef3f56e	1386450000.0	java/org/apache/tomcat/websocket/WsWebSocketContainer.java
55851	Synchronize view preferences appears to have labels in bold	"When synchronizing, I went to the 'Preferences' pane (by clicking on the drop-down list, and selecting Preferences). Most of the labels appeared to be coming out as bold, rather than a more normal colour.Testing against 3.0M7 on Mac OS X.3.3 Created attachment 8813Screenshot showing bold preferencesScreenshot showing bold preferences Try the latest build, the preference page is created and then has the dialogfont applied. Are you sure you haven't changed the dialog fonts? Nope, this is a completely fresh Eclipse install based on M7. I'll wait until M8 comes out tomorrow to retest. Re-open if you still encounter this problem. Most of them are now normal; however, the bottom ones still appear to be bold (and/or using a different font, like Arial Bold). That's what the rest of the pane looked like before; now it's just the labels in the Perspective Switching area.Eclipse 3.0M8 on Mac OS X.3.3 Created attachment 9077Screenshot showing lower preference pane in bold Well as I said I haven't changed anything at all for this bug and now you aresaying that some of the items are no longer bold, except for the last one? Bizzarooo.  Post 3.0 Are you still seeing this? If so, please reopen with details. Well, in 3.2 the dialogs have been completely re-jigged, so I guess this can be closed as not applicable any more in the 3.2 stream. Our usual practice is to move bugs to the RESOLVED REMIND state when there is not enough information provided to address the reported issue and more information has been requested. This bug has been in the RESOLVED REMIND state for quite some time so it is being CLOSED. If you can provide the requested information or you otherwise feel that this is still an issue, please reopen the bug. If you are unable to open it due to a lack or permissions, please add a comment to the bug stating that you would like to have the request reconsidered.  I applogize for this blanket approach to bug screening but there are just to many bugs in the REMIND state for us to effectively triage them. Your help in this matter is appreciated. [REMIND->INVALID] The ""REMIND"" bugzilla resolution is being removed so reopeningto mark as INVALID. INVALID. Closing. "	2013-12-06 08:56:41	1386340000.0	resolved fixed	bba9747	1386360000.0	java/org/apache/catalina/authenticator/SpnegoAuthenticator.java
55842	Export preferences does not export code generation templates	When customising the type of code generation templates (e.g. new Java files, new Type etc.) the 'Export Preferences' button does not export any of them. Even selecting 'Code Generation' and cicking on export does not seem to add them in.This may be a duplicate of 27926 or it may be that there are some other text-based preferences that are also not exported.Tested against Eclipse 3.0M7 on Mac OS X.3 and also visible under Windows (2.1/3.0). *** This bug has been marked as a duplicate of 27926 *** Verified dup 	2013-12-04 15:56:09	1386190000.0	resolved fixed	f4970a7	1386330000.0	java/org/apache/catalina/connector/OutputBuffer.java java/org/apache/tomcat/util/buf/ByteChunk.java
55837	[ViewMgmt] can not programmatically move a view in a perspective	"on Eclipse RCP, you must create a perspective with views and positions of theses views. But there is no API to move programmatically a view in the perspective at another place.in the perspective , we have :IFolderLayout bottomRight = layout.createFolder(""brID"",IPageLayout.LEFT, 0.5f,                                                      layout.getEditorArea());bottomRight.addView(""RCPview4.OC1View""); *** This bug has been marked as a duplicate of 55838 *** "	2013-12-03 08:03:13	1386080000.0	resolved fixed	a63bf3a	1386180000.0	java/org/apache/catalina/webresources/DirResourceSet.java java/org/apache/catalina/webresources/EmptyResource.java java/org/apache/catalina/webresources/StandardRoot.java test/org/apache/catalina/webresources/AbstractTestResourceSet.java
